proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
HSP90AA1	HDAC2	0.614	0.142	0.141	0.0	0.518
HSP90AA1	E2F1	0.617	0.063	0.053	0.0	0.604
HSP90AA1	BRCA2	0.629	0.435	0.042	0.0	0.371
HSP90AA1	KAT5	0.638	0.201	0.0	0.0	0.566
HSP90AA1	DNMT1	0.644	0.0	0.077	0.0	0.63
HSP90AA1	BCL2L11	0.657	0.0	0.0	0.0	0.657
HSP90AA1	PARP1	0.672	0.0	0.146	0.0	0.631
HSP90AA1	CASP8	0.692	0.057	0.042	0.0	0.687
HSP90AA1	HMGB1	0.703	0.067	0.211	0.0	0.629
HSP90AA1	BCL2L1	0.727	0.0	0.06	0.0	0.721
HSP90AA1	MAPK8	0.732	0.292	0.049	0.0	0.635
HSP90AA1	BRCA1	0.752	0.292	0.056	0.0	0.66
HSP90AA1	HDAC1	0.764	0.091	0.071	0.0	0.742
HSP90AA1	HTT	0.777	0.54	0.058	0.0	0.527
HSP90AA1	H3C12	0.793	0.071	0.117	0.0	0.768
HSP90AA1	JUN	0.798	0.165	0.062	0.0	0.763
HSP90AA1	PTEN	0.803	0.233	0.042	0.0	0.753
HSP90AA1	H3-4	0.805	0.314	0.103	0.0	0.708
HSP90AA1	MCL1	0.838	0.165	0.108	0.4	0.681
HSP90AA1	CHEK1	0.891	0.603	0.124	0.0	0.711
HSP90AA1	CDKN1A	0.909	0.292	0.078	0.5	0.756
HSP90AA1	CDK1	0.91	0.358	0.112	0.0	0.855
HSP90AA1	BCL2	0.929	0.51	0.06	0.0	0.859
HSP90AA1	MYC	0.975	0.606	0.062	0.0	0.939
HSP90AA1	ABL1	0.983	0.788	0.08	0.0	0.922
HSP90AA1	AR	0.999	0.901	0.054	0.9	0.99
HSP90AA1	ESR1	0.999	0.889	0.054	0.5	0.988
HSP90AA1	HIF1A	0.999	0.923	0.131	0.0	0.994
FOXO3	CCNL2	0.403	0.0	0.047	0.0	0.4
FOXO3	XRCC6	0.414	0.0	0.0	0.0	0.414
FOXO3	DNMT1	0.418	0.0	0.0	0.0	0.418
FOXO3	HDAC1	0.479	0.093	0.049	0.0	0.444
FOXO3	H2AX	0.491	0.297	0.0	0.0	0.305
FOXO3	ABL1	0.492	0.094	0.06	0.0	0.451
FOXO3	CASP8	0.493	0.0	0.049	0.0	0.489
FOXO3	PARP1	0.544	0.0	0.049	0.0	0.54
FOXO3	H3-4	0.549	0.135	0.056	0.0	0.493
FOXO3	H3C12	0.549	0.135	0.056	0.0	0.493
FOXO3	CCNA2	0.564	0.0	0.0	0.0	0.564
FOXO3	CHEK2	0.625	0.052	0.0	0.0	0.62
FOXO3	BCL2L1	0.629	0.0	0.127	0.0	0.592
FOXO3	CREB1	0.634	0.094	0.155	0.0	0.561
FOXO3	AR	0.66	0.429	0.042	0.0	0.428
FOXO3	HDAC2	0.666	0.093	0.049	0.0	0.644
FOXO3	RELA	0.677	0.091	0.055	0.0	0.654
FOXO3	MCL1	0.705	0.0	0.062	0.0	0.698
FOXO3	BCL2	0.73	0.0	0.0	0.0	0.73
FOXO3	BRCA1	0.749	0.292	0.0	0.0	0.661
FOXO3	GADD45A	0.752	0.0	0.074	0.5	0.509
FOXO3	CDKN2A	0.76	0.059	0.0	0.0	0.756
FOXO3	JUN	0.773	0.094	0.067	0.0	0.753
FOXO3	SFN	0.788	0.178	0.0	0.5	0.525
FOXO3	KAT5	0.829	0.064	0.052	0.0	0.823
FOXO3	PTEN	0.853	0.099	0.061	0.0	0.84
FOXO3	MYC	0.874	0.299	0.084	0.54	0.624
FOXO3	CDK1	0.89	0.117	0.0	0.0	0.881
FOXO3	BBC3	0.892	0.226	0.06	0.75	0.479
FOXO3	ESR1	0.898	0.63	0.0	0.0	0.736
FOXO3	FOXO4	0.92	0.0	0.122	0.9	0.147
FOXO3	MAPK8	0.954	0.099	0.06	0.9	0.525
FOXO3	USP7	0.971	0.535	0.155	0.9	0.356
FOXO3	SMAD4	0.979	0.525	0.157	0.5	0.908
FOXO3	BCL2L11	0.984	0.608	0.062	0.75	0.855
FOXO3	E2F1	0.994	0.045	0.0	0.0	0.994
FOXO3	CDKN1A	0.995	0.294	0.072	0.0	0.994
FOXO3	HIF1A	0.997	0.311	0.049	0.4	0.995
KAT5	PARP1	0.408	0.0	0.059	0.0	0.397
KAT5	CDK1	0.481	0.292	0.0	0.0	0.298
KAT5	CDKN2A	0.537	0.295	0.0	0.0	0.37
KAT5	CREB1	0.538	0.292	0.049	0.0	0.37
KAT5	MAPK8	0.559	0.0	0.049	0.5	0.148
KAT5	JUN	0.563	0.076	0.0	0.0	0.547
KAT5	HIPK2	0.595	0.067	0.08	0.0	0.567
KAT5	CCNA2	0.627	0.0	0.0	0.5	0.286
KAT5	H2BC13	0.634	0.125	0.0	0.5	0.231
KAT5	H2BC11	0.634	0.125	0.0	0.5	0.231
KAT5	H2BC12	0.634	0.125	0.0	0.5	0.231
KAT5	ABL1	0.644	0.076	0.056	0.5	0.281
KAT5	BRCA2	0.658	0.0	0.0	0.5	0.345
KAT5	HDAC2	0.678	0.185	0.056	0.0	0.615
KAT5	ATR	0.684	0.071	0.0	0.5	0.374
KAT5	H2BC3	0.729	0.354	0.0	0.5	0.23
KAT5	CHEK2	0.75	0.0	0.0	0.5	0.521
KAT5	XRCC6	0.751	0.095	0.049	0.5	0.49
KAT5	RAD51	0.759	0.125	0.0	0.5	0.493
KAT5	CHEK1	0.759	0.211	0.0	0.5	0.44
KAT5	AR	0.765	0.626	0.0	0.0	0.399
KAT5	E2F1	0.783	0.295	0.042	0.0	0.705
KAT5	HIF1A	0.793	0.322	0.0	0.0	0.708
KAT5	TP53BP1	0.8	0.0	0.058	0.5	0.61
KAT5	H2BC21	0.803	0.125	0.0	0.5	0.587
KAT5	UBE2I	0.818	0.303	0.059	0.5	0.51
KAT5	DNMT1	0.844	0.516	0.0	0.0	0.691
KAT5	BRCA1	0.85	0.0	0.0	0.5	0.714
KAT5	ESR1	0.868	0.623	0.0	0.5	0.358
KAT5	USP7	0.932	0.793	0.068	0.0	0.679
KAT5	RELA	0.937	0.354	0.128	0.0	0.897
KAT5	H3C12	0.938	0.418	0.0	0.0	0.898
KAT5	H2AX	0.945	0.665	0.0	0.5	0.698
KAT5	H3-4	0.967	0.418	0.0	0.5	0.897
KAT5	MYC	0.974	0.676	0.0	0.0	0.925
KAT5	HDAC1	0.985	0.398	0.081	0.5	0.954
SFN	BCL2	0.403	0.0	0.078	0.0	0.379
SFN	MYC	0.416	0.0	0.075	0.0	0.395
SFN	BRCA1	0.432	0.0	0.0	0.0	0.432
SFN	CHEK2	0.457	0.117	0.0	0.0	0.411
SFN	CDKN2A	0.516	0.094	0.056	0.0	0.48
SFN	CDKN1A	0.531	0.045	0.087	0.0	0.506
SFN	GADD45A	0.615	0.0	0.054	0.0	0.61
SFN	ABL1	0.672	0.562	0.067	0.0	0.261
SFN	FOXO4	0.694	0.319	0.0	0.5	0.173
SFN	CHEK1	0.699	0.483	0.043	0.0	0.441
SFN	RELA	0.916	0.907	0.064	0.0	0.112
SFN	JUN	0.934	0.902	0.0	0.0	0.354
SFN	CDK1	0.963	0.313	0.116	0.9	0.475
SFN	MDM4	0.977	0.948	0.0	0.0	0.575
SFN	ESR1	0.984	0.904	0.0	0.0	0.846
SMAD4	E2F1	0.401	0.0	0.0	0.0	0.401
SMAD4	RELA	0.402	0.131	0.058	0.0	0.328
SMAD4	H3-4	0.402	0.0	0.0	0.0	0.402
SMAD4	BCL2L1	0.408	0.0	0.053	0.0	0.4
SMAD4	H3C12	0.412	0.0	0.049	0.0	0.407
SMAD4	HDAC2	0.424	0.107	0.085	0.0	0.352
SMAD4	XRCC6	0.429	0.0	0.055	0.0	0.42
SMAD4	MCL1	0.43	0.0	0.134	0.0	0.369
SMAD4	MDM4	0.457	0.299	0.044	0.0	0.255
SMAD4	CHEK2	0.472	0.0	0.087	0.0	0.446
SMAD4	USP7	0.479	0.292	0.125	0.0	0.226
SMAD4	ABL1	0.516	0.091	0.093	0.0	0.46
SMAD4	CREB1	0.572	0.0	0.262	0.0	0.444
SMAD4	BRCA1	0.596	0.0	0.0	0.0	0.596
SMAD4	BRCA2	0.672	0.0	0.0	0.0	0.672
SMAD4	BCL2L11	0.692	0.0	0.066	0.5	0.393
SMAD4	BCL2	0.695	0.0	0.06	0.0	0.688
SMAD4	HIF1A	0.71	0.0	0.06	0.0	0.704
SMAD4	UBE2I	0.774	0.677	0.062	0.0	0.313
SMAD4	ESR1	0.833	0.045	0.0	0.0	0.832
SMAD4	FOXO4	0.846	0.314	0.063	0.5	0.579
SMAD4	CDKN2A	0.851	0.046	0.042	0.0	0.85
SMAD4	AR	0.859	0.294	0.0	0.0	0.809
SMAD4	PARP1	0.888	0.0	0.049	0.5	0.784
SMAD4	PTEN	0.912	0.053	0.072	0.0	0.908
SMAD4	MYC	0.931	0.0	0.044	0.5	0.868
SMAD4	CDKN1A	0.94	0.6	0.103	0.5	0.707
SMAD4	HDAC1	0.972	0.516	0.068	0.5	0.893
SMAD4	MAPK8	0.98	0.0	0.103	0.9	0.799
SMAD4	JUN	0.989	0.166	0.0	0.0	0.987
TP53BP2	PPP1R13L	0.465	0.0	0.0	0.0	0.465
TP53BP2	E2F1	0.477	0.0	0.0	0.0	0.477
TP53BP2	CDKN1A	0.484	0.0	0.104	0.0	0.448
TP53BP2	BBC3	0.61	0.0	0.0	0.5	0.252
TP53BP2	BCL2L1	0.73	0.422	0.061	0.0	0.544
TP53BP2	TP53BP1	0.757	0.0	0.045	0.0	0.756
TP53BP2	RELA	0.772	0.542	0.119	0.0	0.48
TP53BP2	TP73	0.971	0.92	0.0	0.5	0.34
TP53BP2	BCL2	0.99	0.622	0.067	0.0	0.975
USP7	H3-4	0.403	0.071	0.0	0.0	0.383
USP7	H3C12	0.409	0.071	0.049	0.0	0.384
USP7	TP73	0.409	0.057	0.0	0.0	0.399
USP7	CREB1	0.411	0.292	0.067	0.0	0.181
USP7	H2BC12	0.416	0.067	0.0	0.0	0.4
USP7	H2BC11	0.419	0.067	0.0	0.0	0.403
USP7	H2BC13	0.422	0.067	0.0	0.0	0.406
USP7	BBC3	0.448	0.0	0.0	0.0	0.448
USP7	HDAC2	0.486	0.0	0.067	0.0	0.471
USP7	ESR1	0.494	0.355	0.0	0.0	0.247
USP7	UBE3A	0.496	0.0	0.14	0.0	0.438
USP7	ABL1	0.509	0.294	0.081	0.0	0.303
USP7	AR	0.52	0.369	0.0	0.0	0.27
USP7	HIPK2	0.583	0.123	0.093	0.0	0.517
USP7	H2AX	0.604	0.469	0.0	0.0	0.286
USP7	TP53BP1	0.606	0.0	0.104	0.0	0.579
USP7	HIF1A	0.654	0.51	0.0	0.0	0.323
USP7	CHEK2	0.676	0.292	0.0	0.0	0.562
USP7	BRCA1	0.676	0.164	0.0	0.0	0.628
USP7	CDKN2A	0.691	0.046	0.044	0.5	0.403
USP7	H2BC21	0.699	0.437	0.0	0.0	0.487
USP7	H2BC3	0.703	0.523	0.0	0.0	0.404
USP7	MYC	0.787	0.609	0.0	0.0	0.479
USP7	RELA	0.836	0.51	0.054	0.0	0.675
USP7	CHEK1	0.9	0.82	0.049	0.0	0.465
USP7	HDAC1	0.929	0.51	0.055	0.0	0.86
USP7	MDM4	0.973	0.79	0.0	0.5	0.767
USP7	FOXO4	0.978	0.535	0.097	0.9	0.549
USP7	PTEN	0.979	0.796	0.088	0.5	0.8
USP7	DNMT1	0.999	0.987	0.106	0.0	0.919
ATR	CDKN1A	0.41	0.0	0.0	0.0	0.41
ATR	CCNL2	0.418	0.0	0.07	0.0	0.4
ATR	CCNG1	0.421	0.309	0.05	0.0	0.189
ATR	MYC	0.448	0.0	0.042	0.0	0.448
ATR	ABL1	0.509	0.317	0.0	0.0	0.31
ATR	E2F1	0.511	0.292	0.0	0.0	0.337
ATR	HDAC1	0.522	0.314	0.06	0.0	0.318
ATR	H3C12	0.532	0.067	0.051	0.0	0.513
ATR	CDKN2A	0.537	0.292	0.0	0.0	0.373
ATR	H2BC12	0.611	0.067	0.0	0.5	0.234
ATR	H2BC11	0.614	0.067	0.0	0.5	0.24
ATR	H2BC3	0.614	0.067	0.0	0.5	0.24
ATR	H2BC13	0.615	0.067	0.0	0.5	0.242
ATR	PARP1	0.628	0.0	0.074	0.0	0.614
ATR	H2BC21	0.688	0.067	0.0	0.5	0.386
ATR	HDAC2	0.694	0.314	0.058	0.0	0.565
ATR	H3-4	0.754	0.067	0.046	0.5	0.512
ATR	CDK1	0.786	0.43	0.059	0.0	0.633
ATR	XRCC6	0.828	0.412	0.05	0.0	0.717
ATR	BRCA2	0.831	0.0	0.105	0.5	0.654
ATR	H2AX	0.914	0.498	0.0	0.5	0.687
ATR	RAD51	0.942	0.473	0.056	0.5	0.796
ATR	TP53BP1	0.975	0.884	0.055	0.0	0.792
ATR	BRCA1	0.996	0.838	0.106	0.9	0.812
ATR	CHEK2	0.998	0.97	0.049	0.0	0.955
ATR	CHEK1	0.999	0.974	0.059	0.9	0.947
CCNG1	MDM4	0.407	0.111	0.074	0.0	0.337
CCNG1	TP73	0.41	0.3	0.0	0.0	0.191
CCNG1	PTEN	0.438	0.108	0.084	0.0	0.367
CCNG1	BBC3	0.443	0.0	0.0	0.0	0.443
CCNG1	CCNA2	0.454	0.127	0.242	0.0	0.242
CCNG1	CDKN2A	0.529	0.328	0.0	0.0	0.327
CCNG1	CHEK2	0.534	0.283	0.079	0.0	0.35
CCNG1	GADD45A	0.597	0.0	0.075	0.0	0.583
CCNG1	CDKN1A	0.618	0.045	0.043	0.0	0.615
CCNG1	CDK1	0.772	0.273	0.259	0.0	0.611
CCNG1	CCNL2	0.78	0.0	0.0	0.0	0.78
HMGB1	XRCC6	0.404	0.103	0.211	0.0	0.225
HMGB1	HTT	0.407	0.301	0.074	0.0	0.156
HMGB1	MYC	0.433	0.165	0.049	0.0	0.342
HMGB1	H3-4	0.443	0.092	0.109	0.0	0.366
HMGB1	CDK1	0.478	0.299	0.209	0.0	0.133
HMGB1	CASP8	0.496	0.0	0.104	0.0	0.46
HMGB1	H3C12	0.511	0.174	0.14	0.0	0.366
HMGB1	HIF1A	0.517	0.058	0.093	0.0	0.48
HMGB1	CDKN2A	0.543	0.045	0.042	0.0	0.54
HMGB1	HDAC1	0.553	0.328	0.178	0.0	0.255
HMGB1	JUN	0.555	0.091	0.044	0.0	0.529
HMGB1	ESR1	0.557	0.0	0.0	0.0	0.557
HMGB1	BCL2	0.602	0.095	0.086	0.0	0.558
HMGB1	PARP1	0.638	0.366	0.158	0.0	0.377
HMGB1	RELA	0.72	0.342	0.076	0.4	0.322
E2F1	PPP1R13L	0.4	0.0	0.0	0.0	0.4
E2F1	XRCC6	0.426	0.0	0.06	0.0	0.415
E2F1	ABL1	0.437	0.057	0.067	0.0	0.412
E2F1	GADD45A	0.447	0.0	0.0	0.0	0.447
E2F1	CASP8	0.464	0.0	0.0	0.0	0.464
E2F1	HDAC2	0.469	0.07	0.049	0.0	0.447
E2F1	UBE2I	0.479	0.06	0.065	0.0	0.455
E2F1	BRCA2	0.518	0.0	0.143	0.0	0.46
E2F1	MCL1	0.527	0.0	0.0	0.0	0.527
E2F1	H2AX	0.545	0.0	0.219	0.0	0.441
E2F1	TP53BP1	0.578	0.292	0.06	0.0	0.417
E2F1	CHEK2	0.594	0.0	0.062	0.0	0.585
E2F1	HIF1A	0.6	0.0	0.042	0.0	0.599
E2F1	CREB1	0.659	0.0	0.0	0.0	0.659
E2F1	UBE3A	0.681	0.292	0.0	0.0	0.569
E2F1	BCL2L1	0.702	0.0	0.059	0.0	0.696
E2F1	H3-4	0.707	0.0	0.055	0.0	0.702
E2F1	BCL2L11	0.707	0.0	0.0	0.0	0.707
E2F1	ESR1	0.713	0.292	0.0	0.0	0.611
E2F1	H3C12	0.713	0.0	0.074	0.0	0.702
E2F1	TP73	0.729	0.51	0.084	0.0	0.445
E2F1	JUN	0.743	0.0	0.0	0.0	0.743
E2F1	RELA	0.746	0.045	0.0	0.0	0.745
E2F1	MDM4	0.75	0.292	0.0	0.0	0.662
E2F1	CHEK1	0.764	0.0	0.139	0.0	0.738
E2F1	BCL2	0.778	0.0	0.0	0.0	0.778
E2F1	BBC3	0.786	0.0	0.06	0.5	0.583
E2F1	PARP1	0.787	0.516	0.097	0.0	0.551
E2F1	AR	0.801	0.292	0.0	0.0	0.73
E2F1	CCNL2	0.808	0.0	0.0	0.0	0.808
E2F1	RAD51	0.82	0.095	0.351	0.5	0.46
E2F1	PTEN	0.839	0.292	0.055	0.0	0.779
E2F1	BRCA1	0.879	0.423	0.14	0.0	0.775
E2F1	CDK1	0.909	0.328	0.234	0.5	0.688
E2F1	DNMT1	0.964	0.287	0.18	0.0	0.944
E2F1	NDN	0.969	0.54	0.0	0.0	0.937
E2F1	CDKN2A	0.969	0.621	0.067	0.0	0.921
E2F1	CDKN1A	0.977	0.226	0.0	0.5	0.947
E2F1	MYC	0.995	0.166	0.084	0.5	0.99
E2F1	HDAC1	0.999	0.791	0.085	0.5	0.992
E2F1	CCNA2	0.999	0.813	0.244	0.9	0.989
HTT	UBE3A	0.403	0.0	0.085	0.0	0.375
HTT	BCL2	0.441	0.0	0.056	0.0	0.432
HTT	ESR1	0.458	0.0	0.0	0.0	0.458
HTT	HDAC2	0.476	0.066	0.064	0.0	0.448
HTT	PARP1	0.5	0.0	0.06	0.0	0.49
HTT	H3C12	0.541	0.317	0.055	0.0	0.345
HTT	HDAC1	0.555	0.066	0.082	0.0	0.523
HTT	AR	0.678	0.0	0.0	0.0	0.678
HTT	JUN	0.699	0.053	0.083	0.0	0.682
HTT	XRCC6	0.774	0.315	0.044	0.0	0.683
HTT	MAPK8	0.93	0.0	0.107	0.9	0.284
HTT	CREB1	0.982	0.314	0.06	0.8	0.882
UBE2I	H3C12	0.425	0.095	0.066	0.0	0.374
UBE2I	BCL2	0.443	0.292	0.074	0.0	0.22
UBE2I	CCNL2	0.456	0.0	0.063	0.0	0.444
UBE2I	DNMT1	0.533	0.061	0.093	0.4	0.194
UBE2I	CDK1	0.535	0.328	0.085	0.0	0.303
UBE2I	UBE3A	0.592	0.049	0.06	0.0	0.58
UBE2I	RELA	0.597	0.156	0.087	0.4	0.231
UBE2I	H2BC11	0.601	0.105	0.053	0.5	0.171
UBE2I	H2BC3	0.602	0.105	0.053	0.5	0.172
UBE2I	H2BC13	0.604	0.105	0.055	0.5	0.174
UBE2I	H2BC12	0.606	0.105	0.053	0.5	0.18
UBE2I	HDAC2	0.612	0.053	0.123	0.4	0.314
UBE2I	PTEN	0.629	0.513	0.055	0.0	0.259
UBE2I	CHEK2	0.641	0.068	0.0	0.5	0.292
UBE2I	H2BC21	0.669	0.105	0.053	0.5	0.311
UBE2I	H3-4	0.701	0.095	0.058	0.5	0.381
UBE2I	H2AX	0.712	0.071	0.067	0.5	0.415
UBE2I	MYC	0.745	0.148	0.0	0.0	0.713
UBE2I	ESR1	0.756	0.476	0.0	0.4	0.288
UBE2I	HIF1A	0.773	0.516	0.056	0.0	0.544
UBE2I	JUN	0.774	0.488	0.0	0.0	0.577
UBE2I	PARP1	0.82	0.531	0.095	0.5	0.255
UBE2I	CDKN2A	0.824	0.64	0.044	0.4	0.251
UBE2I	HDAC1	0.86	0.3	0.182	0.4	0.641
UBE2I	AR	0.86	0.512	0.0	0.4	0.562
UBE2I	TP53BP1	0.902	0.625	0.047	0.5	0.517
UBE2I	BRCA1	0.904	0.563	0.0	0.5	0.595
UBE2I	RAD51	0.955	0.78	0.097	0.0	0.791
UBE2I	HIPK2	0.966	0.635	0.0	0.4	0.857
H2BC12	PARP1	0.409	0.17	0.065	0.0	0.299
H2BC12	H2BC13	0.524	0.126	0.158	0.4	0.042
H2BC12	MAPK8	0.527	0.0	0.0	0.5	0.094
H2BC12	AR	0.544	0.049	0.0	0.5	0.119
H2BC12	BRCA2	0.566	0.0	0.0	0.5	0.168
H2BC12	BCL2	0.583	0.0	0.0	0.5	0.202
H2BC12	ESR1	0.587	0.049	0.0	0.5	0.202
H2BC12	JUN	0.595	0.071	0.048	0.5	0.193
H2BC12	CDKN2A	0.595	0.074	0.049	0.5	0.189
H2BC12	DNMT1	0.617	0.111	0.0	0.5	0.209
H2BC12	RAD51	0.63	0.0	0.056	0.5	0.28
H2BC12	CDK1	0.639	0.045	0.08	0.4	0.396
H2BC12	CCNA2	0.64	0.0	0.063	0.5	0.293
H2BC12	CHEK2	0.642	0.094	0.06	0.5	0.259
H2BC12	H2BC3	0.645	0.354	0.149	0.4	0.042
H2BC12	XRCC6	0.678	0.138	0.044	0.5	0.312
H2BC12	MYC	0.69	0.053	0.072	0.5	0.379
H2BC12	HDAC2	0.753	0.134	0.042	0.65	0.251
H2BC12	HDAC1	0.764	0.134	0.06	0.65	0.272
H2BC12	BRCA1	0.791	0.125	0.063	0.5	0.551
H2BC12	H2BC21	0.929	0.764	0.534	0.4	0.047
H2BC12	TP53BP1	0.965	0.9	0.042	0.5	0.368
H2BC12	H2BC11	0.973	0.905	0.339	0.4	0.377
H2BC12	H2AX	0.976	0.92	0.263	0.4	0.39
H2BC12	H3-4	0.991	0.829	0.179	0.5	0.88
H2BC12	H3C12	0.997	0.914	0.212	0.4	0.931
CASP8	GADD45A	0.4	0.0	0.0	0.0	0.4
CASP8	HDAC1	0.403	0.0	0.049	0.0	0.398
CASP8	H3-4	0.422	0.046	0.042	0.0	0.418
CASP8	H3C12	0.423	0.046	0.042	0.0	0.419
CASP8	CREB1	0.436	0.0	0.131	0.0	0.378
CASP8	H2AX	0.445	0.0	0.0	0.0	0.445
CASP8	BRCA1	0.468	0.0	0.0	0.0	0.468
CASP8	ABL1	0.471	0.067	0.064	0.0	0.443
CASP8	CHEK2	0.485	0.0	0.049	0.0	0.481
CASP8	CCNL2	0.497	0.0	0.074	0.0	0.48
CASP8	BBC3	0.509	0.0	0.0	0.0	0.509
CASP8	CHEK1	0.531	0.177	0.055	0.0	0.446
CASP8	AR	0.536	0.304	0.046	0.0	0.357
CASP8	CCNA2	0.541	0.0	0.047	0.0	0.538
CASP8	HIF1A	0.556	0.0	0.096	0.0	0.529
CASP8	CDKN2A	0.586	0.076	0.0	0.0	0.571
CASP8	CDKN1A	0.621	0.0	0.068	0.0	0.61
CASP8	BAK1	0.632	0.125	0.0	0.0	0.597
CASP8	ESR1	0.69	0.0	0.046	0.0	0.689
CASP8	RELA	0.704	0.061	0.089	0.0	0.681
CASP8	CDK1	0.716	0.0	0.069	0.0	0.707
CASP8	BCL2L11	0.753	0.0	0.106	0.0	0.734
CASP8	PTEN	0.781	0.174	0.049	0.0	0.744
CASP8	JUN	0.782	0.0	0.0	0.0	0.782
CASP8	MYC	0.79	0.124	0.067	0.0	0.763
CASP8	MCL1	0.802	0.125	0.158	0.0	0.753
CASP8	PARP1	0.873	0.314	0.058	0.0	0.82
CASP8	MAPK8	0.89	0.448	0.042	0.0	0.809
CASP8	BCL2L1	0.933	0.51	0.042	0.0	0.869
CASP8	BCL2	0.984	0.648	0.086	0.0	0.954
H3C12	MAPK8	0.402	0.052	0.079	0.0	0.37
H3C12	MCL1	0.435	0.05	0.043	0.0	0.428
H3C12	BCL2L11	0.437	0.0	0.049	0.0	0.433
H3C12	BRCA2	0.468	0.0	0.072	0.0	0.45
H3C12	ABL1	0.473	0.095	0.07	0.0	0.424
H3C12	BCL2L1	0.489	0.05	0.043	0.0	0.483
H3C12	GADD45A	0.534	0.0	0.0	0.0	0.534
H3C12	HIF1A	0.591	0.0	0.074	0.0	0.577
H3C12	PTEN	0.599	0.067	0.0	0.0	0.588
H3C12	CDKN1A	0.638	0.0	0.077	0.0	0.624
H3C12	CCNA2	0.678	0.0	0.159	0.0	0.633
H3C12	CCNL2	0.712	0.0	0.0	0.0	0.712
H3C12	RELA	0.723	0.106	0.055	0.0	0.698
H3C12	CREB1	0.741	0.0	0.055	0.0	0.737
H3C12	CHEK2	0.748	0.159	0.053	0.0	0.709
H3C12	BRCA1	0.759	0.184	0.074	0.0	0.707
H3C12	XRCC6	0.762	0.45	0.1	0.0	0.558
H3C12	RAD51	0.764	0.096	0.103	0.0	0.732
H3C12	CHEK1	0.766	0.314	0.079	0.0	0.66
H3C12	PARP1	0.775	0.402	0.073	0.0	0.626
H3C12	AR	0.778	0.042	0.0	0.5	0.575
H3C12	BCL2	0.799	0.05	0.067	0.5	0.6
H3C12	ESR1	0.799	0.042	0.042	0.5	0.614
H3C12	CDK1	0.812	0.071	0.111	0.4	0.665
H3C12	CDKN2A	0.828	0.078	0.042	0.5	0.656
H3C12	JUN	0.867	0.0	0.0	0.5	0.746
H3C12	H3-4	0.927	0.877	0.084	0.4	0.043
H3C12	HDAC2	0.936	0.14	0.068	0.5	0.86
H3C12	MYC	0.936	0.044	0.055	0.5	0.875
H3C12	H2BC13	0.939	0.183	0.327	0.4	0.834
H3C12	HDAC1	0.986	0.216	0.109	0.5	0.965
H3C12	H2BC3	0.99	0.873	0.313	0.4	0.816
H3C12	H2BC11	0.992	0.914	0.259	0.4	0.815
H3C12	H2AX	0.992	0.914	0.158	0.4	0.851
H3C12	TP53BP1	0.997	0.938	0.049	0.0	0.963
H3C12	DNMT1	0.998	0.916	0.059	0.5	0.969
H3C12	H2BC21	0.999	0.836	0.192	0.4	0.999
XRCC6	CDKN1A	0.408	0.0	0.099	0.0	0.37
XRCC6	FOXO4	0.429	0.0	0.0	0.0	0.429
XRCC6	HDAC2	0.446	0.0	0.134	0.0	0.387
XRCC6	AR	0.508	0.292	0.054	0.0	0.325
XRCC6	CCNA2	0.577	0.0	0.078	0.0	0.56
XRCC6	HDAC1	0.582	0.0	0.257	0.0	0.461
XRCC6	H2BC11	0.677	0.138	0.0	0.5	0.311
XRCC6	H2BC13	0.68	0.138	0.0	0.5	0.317
XRCC6	BCL2	0.691	0.0	0.055	0.0	0.687
XRCC6	HIF1A	0.694	0.51	0.094	0.0	0.367
XRCC6	ESR1	0.709	0.302	0.054	0.0	0.595
XRCC6	CDK1	0.75	0.333	0.122	0.0	0.607
XRCC6	ABL1	0.763	0.398	0.0	0.0	0.623
XRCC6	H2BC3	0.764	0.363	0.0	0.5	0.319
XRCC6	H2BC21	0.78	0.27	0.0	0.5	0.445
XRCC6	H3-4	0.79	0.105	0.067	0.5	0.558
XRCC6	CHEK2	0.812	0.295	0.067	0.0	0.737
XRCC6	MYC	0.836	0.452	0.099	0.0	0.695
XRCC6	BRCA2	0.883	0.0	0.0	0.54	0.757
XRCC6	CHEK1	0.913	0.625	0.063	0.0	0.772
XRCC6	RAD51	0.93	0.303	0.064	0.0	0.902
XRCC6	BRCA1	0.953	0.0	0.05	0.54	0.902
XRCC6	TP53BP1	0.984	0.734	0.058	0.5	0.887
XRCC6	H2AX	0.988	0.813	0.067	0.5	0.882
XRCC6	PARP1	0.998	0.885	0.158	0.0	0.982
DNMT1	BRCA2	0.418	0.0	0.143	0.0	0.349
DNMT1	ABL1	0.432	0.066	0.118	0.0	0.366
DNMT1	RAD51	0.445	0.053	0.19	0.0	0.335
DNMT1	AR	0.448	0.0	0.0	0.0	0.448
DNMT1	CREB1	0.475	0.0	0.055	0.0	0.468
DNMT1	UBE3A	0.48	0.292	0.049	0.0	0.29
DNMT1	JUN	0.507	0.131	0.0	0.0	0.456
DNMT1	CCNA2	0.511	0.068	0.23	0.0	0.373
DNMT1	HIF1A	0.531	0.0	0.044	0.0	0.53
DNMT1	CDKN1A	0.543	0.0	0.0	0.0	0.543
DNMT1	BCL2	0.571	0.0	0.044	0.0	0.57
DNMT1	CDK1	0.579	0.066	0.292	0.0	0.414
DNMT1	PTEN	0.602	0.0	0.054	0.0	0.597
